student_id,skill_id,skill_name,proficiency,source
ST0007,SK016,Statistics,beginner,resume_parse_mock
ST0007,SK051,Teamwork,advanced,resume_parse_mock
ST0008,SK039,Case Interviewing,beginner,resume_parse_mock
ST0008,SK031,DCF Valuation,beginner,resume_parse_mock
ST0008,SK029,Excel Modeling,beginner,resume_parse_mock
ST0008,SK033,LBO Modeling,intermediate,resume_parse_mock
ST0008,SK047,Public Speaking,advanced,resume_parse_mock
ST0008,SK051,Teamwork,intermediate,resume_parse_mock
ST0009,SK003,C/C++,advanced,resume_parse_mock
ST0009,SK009,Data Structures & Algorithms,intermediate,resume_parse_mock
ST0009,SK050,Leadership,intermediate,resume_parse_mock
ST0009,SK001,Python,beginner,resume_parse_mock
ST0009,SK016,Statistics,advanced,resume_parse_mock
ST0009,SK051,Teamwork,advanced,resume_parse_mock
ST0010,SK052,Behavioral Interviewing,advanced,resume_parse_mock
ST0010,SK039,Case Interviewing,intermediate,resume_parse_mock
ST0010,SK029,Excel Modeling,beginner,resume_parse_mock
ST0010,SK033,LBO Modeling,beginner,resume_parse_mock
ST0010,SK050,Leadership,advanced,resume_parse_mock
ST0010,SK047,Public Speaking,intermediate,resume_parse_mock
ST0010,SK001,Python,intermediate,resume_parse_mock
ST0010,SK051,Teamwork,intermediate,resume_parse_mock
ST0011,SK015,Data Visualization,advanced,resume_parse_mock
ST0011,SK043,Digital Marketing,advanced,resume_parse_mock
ST0011,SK027,Figma,advanced,resume_parse_mock
ST0011,SK004,JavaScript,advanced,resume_parse_mock
ST0011,SK028,User Research,intermediate,resume_parse_mock
ST0012,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0012,SK012,Deep Learning,intermediate,resume_parse_mock
ST0012,SK027,Figma,intermediate,resume_parse_mock
ST0012,SK019,Penetration Testing,advanced,resume_parse_mock
ST0012,SK053,Project Management,intermediate,resume_parse_mock
ST0012,SK001,Python,beginner,resume_parse_mock
ST0012,SK010,System Design,intermediate,resume_parse_mock
ST0012,SK051,Teamwork,advanced,resume_parse_mock
ST0013,SK012,Deep Learning,intermediate,resume_parse_mock
ST0013,SK002,Java,advanced,resume_parse_mock
ST0013,SK013,LLMs & AI Agents,advanced,resume_parse_mock
ST0013,SK023,MATLAB,advanced,resume_parse_mock
ST0013,SK001,Python,beginner,resume_parse_mock
ST0013,SK010,System Design,advanced,resume_parse_mock
ST0014,SK052,Behavioral Interviewing,intermediate,resume_parse_mock
ST0014,SK033,LBO Modeling,intermediate,resume_parse_mock
ST0014,SK034,M&A Concepts,advanced,resume_parse_mock
ST0015,SK003,C/C++,beginner,resume_parse_mock
ST0015,SK024,Circuit Design,intermediate,resume_parse_mock
ST0015,SK021,Embedded Systems,advanced,resume_parse_mock
ST0015,SK050,Leadership,beginner,resume_parse_mock
ST0015,SK023,MATLAB,advanced,resume_parse_mock
ST0015,SK047,Public Speaking,intermediate,resume_parse_mock
ST0015,SK051,Teamwork,beginner,resume_parse_mock
ST0016,SK026,Lab Research Methods,beginner,resume_parse_mock
ST0016,SK050,Leadership,intermediate,resume_parse_mock
ST0016,SK023,MATLAB,intermediate,resume_parse_mock
ST0016,SK001,Python,beginner,resume_parse_mock
ST0016,SK016,Statistics,advanced,resume_parse_mock
ST0016,SK051,Teamwork,beginner,resume_parse_mock
ST0016,SK049,Technical Writing,beginner,resume_parse_mock
ST0017,SK007,Git,advanced,resume_parse_mock
ST0017,SK002,Java,intermediate,resume_parse_mock
ST0017,SK011,Machine Learning,beginner,resume_parse_mock
ST0017,SK041,Product Roadmapping,beginner,resume_parse_mock
ST0017,SK006,SQL,beginner,resume_parse_mock
ST0018,SK052,Behavioral Interviewing,beginner,resume_parse_mock
ST0018,SK003,C/C++,intermediate,resume_parse_mock
ST0018,SK008,Cloud (AWS/Azure/GCP),advanced,resume_parse_mock
ST0018,SK001,Python,intermediate,resume_parse_mock
ST0018,SK006,SQL,advanced,resume_parse_mock
ST0018,SK046,Stochastic Calculus,intermediate,resume_parse_mock
ST0019,SK032,Accounting Fundamentals,advanced,resume_parse_mock
ST0019,SK052,Behavioral Interviewing,beginner,resume_parse_mock
ST0019,SK039,Case Interviewing,beginner,resume_parse_mock
ST0019,SK031,DCF Valuation,intermediate,resume_parse_mock
ST0019,SK029,Excel Modeling,intermediate,resume_parse_mock
ST0019,SK034,M&A Concepts,advanced,resume_parse_mock
ST0019,SK048,Networking,advanced,resume_parse_mock
ST0019,SK047,Public Speaking,intermediate,resume_parse_mock
ST0019,SK016,Statistics,intermediate,resume_parse_mock
ST0020,SK003,C/C++,beginner,resume_parse_mock
ST0020,SK024,Circuit Design,intermediate,resume_parse_mock
ST0020,SK050,Leadership,advanced,resume_parse_mock
ST0020,SK034,M&A Concepts,intermediate,resume_parse_mock
ST0020,SK023,MATLAB,beginner,resume_parse_mock
ST0020,SK047,Public Speaking,beginner,resume_parse_mock
ST0020,SK051,Teamwork,beginner,resume_parse_mock
ST0021,SK032,Accounting Fundamentals,intermediate,resume_parse_mock
ST0021,SK030,Financial Modeling,advanced,resume_parse_mock
ST0021,SK033,LBO Modeling,advanced,resume_parse_mock
ST0021,SK050,Leadership,beginner,resume_parse_mock
ST0021,SK048,Networking,intermediate,resume_parse_mock
ST0021,SK051,Teamwork,advanced,resume_parse_mock
ST0022,SK008,Cloud (AWS/Azure/GCP),intermediate,resume_parse_mock
ST0022,SK015,Data Visualization,intermediate,resume_parse_mock
ST0022,SK007,Git,intermediate,resume_parse_mock
ST0022,SK018,Network Security,advanced,resume_parse_mock
ST0022,SK046,Stochastic Calculus,beginner,resume_parse_mock
ST0022,SK010,System Design,intermediate,resume_parse_mock
ST0023,SK032,Accounting Fundamentals,intermediate,resume_parse_mock
ST0023,SK052,Behavioral Interviewing,beginner,resume_parse_mock
ST0023,SK039,Case Interviewing,advanced,resume_parse_mock
ST0023,SK029,Excel Modeling,advanced,resume_parse_mock
ST0023,SK036,Financial Statement Analysis,intermediate,resume_parse_mock
ST0023,SK001,Python,intermediate,resume_parse_mock
ST0023,SK016,Statistics,beginner,resume_parse_mock
ST0024,SK039,Case Interviewing,intermediate,resume_parse_mock
ST0024,SK011,Machine Learning,beginner,resume_parse_mock
ST0024,SK047,Public Speaking,advanced,resume_parse_mock
ST0025,SK039,Case Interviewing,advanced,resume_parse_mock
ST0025,SK031,DCF Valuation,beginner,resume_parse_mock
ST0025,SK033,LBO Modeling,advanced,resume_parse_mock
ST0025,SK034,M&A Concepts,intermediate,resume_parse_mock
ST0025,SK038,Market Sizing,beginner,resume_parse_mock
ST0025,SK048,Networking,advanced,resume_parse_mock
ST0026,SK031,DCF Valuation,beginner,resume_parse_mock
ST0026,SK030,Financial Modeling,intermediate,resume_parse_mock
ST0026,SK033,LBO Modeling,intermediate,resume_parse_mock
ST0026,SK034,M&A Concepts,intermediate,resume_parse_mock
ST0026,SK038,Market Sizing,beginner,resume_parse_mock
ST0026,SK048,Networking,advanced,resume_parse_mock
ST0027,SK027,Figma,intermediate,resume_parse_mock
ST0027,SK013,LLMs & AI Agents,intermediate,resume_parse_mock
ST0027,SK053,Project Management,advanced,resume_parse_mock
ST0027,SK014,Spark / Databricks,intermediate,resume_parse_mock
ST0027,SK051,Teamwork,beginner,resume_parse_mock
ST0028,SK022,CAD (SolidWorks),advanced,resume_parse_mock
ST0028,SK050,Leadership,advanced,resume_parse_mock
ST0028,SK053,Project Management,beginner,resume_parse_mock
ST0028,SK047,Public Speaking,intermediate,resume_parse_mock
ST0028,SK025,Structural Analysis,beginner,resume_parse_mock
ST0028,SK051,Teamwork,advanced,resume_parse_mock
ST0028,SK049,Technical Writing,intermediate,resume_parse_mock
ST0029,SK037,Auditing,intermediate,resume_parse_mock
ST0029,SK040,Business Strategy,intermediate,resume_parse_mock
ST0029,SK030,Financial Modeling,advanced,resume_parse_mock
ST0029,SK033,LBO Modeling,advanced,resume_parse_mock
ST0029,SK034,M&A Concepts,beginner,resume_parse_mock
ST0029,SK047,Public Speaking,beginner,resume_parse_mock
ST0030,SK033,LBO Modeling,advanced,resume_parse_mock
ST0030,SK034,M&A Concepts,intermediate,resume_parse_mock
ST0030,SK011,Machine Learning,intermediate,resume_parse_mock
ST0030,SK048,Networking,advanced,resume_parse_mock
ST0030,SK054,Policy Analysis,intermediate,resume_parse_mock
ST0030,SK049,Technical Writing,beginner,resume_parse_mock
ST0031,SK008,Cloud (AWS/Azure/GCP),intermediate,resume_parse_mock
ST0031,SK041,Product Roadmapping,beginner,resume_parse_mock
ST0031,SK051,Teamwork,intermediate,resume_parse_mock
ST0031,SK028,User Research,intermediate,resume_parse_mock
ST0032,SK026,Lab Research Methods,advanced,resume_parse_mock
ST0032,SK050,Leadership,beginner,resume_parse_mock
ST0032,SK023,MATLAB,advanced,resume_parse_mock
ST0032,SK047,Public Speaking,beginner,resume_parse_mock
ST0032,SK001,Python,advanced,resume_parse_mock
ST0032,SK016,Statistics,beginner,resume_parse_mock
ST0032,SK049,Technical Writing,intermediate,resume_parse_mock
ST0033,SK037,Auditing,advanced,resume_parse_mock
ST0033,SK036,Financial Statement Analysis,advanced,resume_parse_mock
ST0033,SK033,LBO Modeling,intermediate,resume_parse_mock
ST0033,SK050,Leadership,beginner,resume_parse_mock
ST0033,SK047,Public Speaking,beginner,resume_parse_mock
ST0033,SK051,Teamwork,beginner,resume_parse_mock
ST0034,SK027,Figma,beginner,resume_parse_mock
ST0034,SK054,Policy Analysis,beginner,resume_parse_mock
ST0034,SK047,Public Speaking,beginner,resume_parse_mock
ST0034,SK049,Technical Writing,beginner,resume_parse_mock
ST0035,SK052,Behavioral Interviewing,beginner,resume_parse_mock
ST0035,SK020,Linux,advanced,resume_parse_mock
ST0035,SK011,Machine Learning,intermediate,resume_parse_mock
ST0035,SK019,Penetration Testing,intermediate,resume_parse_mock
ST0035,SK006,SQL,beginner,resume_parse_mock
ST0035,SK010,System Design,beginner,resume_parse_mock
ST0036,SK032,Accounting Fundamentals,intermediate,resume_parse_mock
ST0036,SK029,Excel Modeling,intermediate,resume_parse_mock
ST0036,SK030,Financial Modeling,advanced,resume_parse_mock
ST0036,SK011,Machine Learning,advanced,resume_parse_mock
ST0036,SK051,Teamwork,intermediate,resume_parse_mock
ST0037,SK022,CAD (SolidWorks),intermediate,resume_parse_mock
ST0037,SK053,Project Management,advanced,resume_parse_mock
ST0037,SK047,Public Speaking,beginner,resume_parse_mock
ST0037,SK025,Structural Analysis,advanced,resume_parse_mock
ST0037,SK051,Teamwork,intermediate,resume_parse_mock
ST0037,SK049,Technical Writing,intermediate,resume_parse_mock
ST0038,SK029,Excel Modeling,beginner,resume_parse_mock
ST0038,SK020,Linux,advanced,resume_parse_mock
ST0038,SK038,Market Sizing,intermediate,resume_parse_mock
ST0038,SK053,Project Management,advanced,resume_parse_mock
ST0038,SK001,Python,intermediate,resume_parse_mock
ST0038,SK014,Spark / Databricks,intermediate,resume_parse_mock
ST0039,SK022,CAD (SolidWorks),intermediate,resume_parse_mock
ST0039,SK050,Leadership,intermediate,resume_parse_mock
ST0039,SK023,MATLAB,advanced,resume_parse_mock
ST0039,SK011,Machine Learning,beginner,resume_parse_mock
ST0039,SK053,Project Management,beginner,resume_parse_mock
ST0039,SK001,Python,advanced,resume_parse_mock
ST0040,SK026,Lab Research Methods,intermediate,resume_parse_mock
ST0040,SK050,Leadership,beginner,resume_parse_mock
ST0040,SK023,MATLAB,intermediate,resume_parse_mock
ST0040,SK047,Public Speaking,intermediate,resume_parse_mock
ST0040,SK001,Python,beginner,resume_parse_mock
ST0040,SK049,Technical Writing,beginner,resume_parse_mock
ST0041,SK031,DCF Valuation,intermediate,resume_parse_mock
ST0041,SK030,Financial Modeling,advanced,resume_parse_mock
ST0041,SK048,Networking,beginner,resume_parse_mock
ST0042,SK022,CAD (SolidWorks),beginner,resume_parse_mock
ST0042,SK050,Leadership,beginner,resume_parse_mock
ST0042,SK025,Structural Analysis,intermediate,resume_parse_mock
ST0043,SK039,Case Interviewing,advanced,resume_parse_mock
ST0043,SK031,DCF Valuation,advanced,resume_parse_mock
ST0043,SK034,M&A Concepts,intermediate,resume_parse_mock
ST0043,SK011,Machine Learning,beginner,resume_parse_mock
ST0044,SK052,Behavioral Interviewing,intermediate,resume_parse_mock
ST0044,SK031,DCF Valuation,intermediate,resume_parse_mock
ST0044,SK036,Financial Statement Analysis,intermediate,resume_parse_mock
ST0044,SK054,Policy Analysis,intermediate,resume_parse_mock
ST0044,SK041,Product Roadmapping,advanced,resume_parse_mock
ST0045,SK026,Lab Research Methods,advanced,resume_parse_mock
ST0045,SK050,Leadership,beginner,resume_parse_mock
ST0045,SK023,MATLAB,beginner,resume_parse_mock
ST0045,SK001,Python,intermediate,resume_parse_mock
ST0045,SK016,Statistics,intermediate,resume_parse_mock
ST0045,SK051,Teamwork,advanced,resume_parse_mock
ST0045,SK049,Technical Writing,beginner,resume_parse_mock
ST0046,SK008,Cloud (AWS/Azure/GCP),intermediate,resume_parse_mock
ST0046,SK004,JavaScript,intermediate,resume_parse_mock
ST0046,SK011,Machine Learning,intermediate,resume_parse_mock
ST0046,SK041,Product Roadmapping,advanced,resume_parse_mock
ST0046,SK053,Project Management,intermediate,resume_parse_mock
ST0046,SK047,Public Speaking,beginner,resume_parse_mock
ST0046,SK016,Statistics,advanced,resume_parse_mock
ST0047,SK037,Auditing,beginner,resume_parse_mock
ST0047,SK052,Behavioral Interviewing,intermediate,resume_parse_mock
ST0047,SK040,Business Strategy,advanced,resume_parse_mock
ST0047,SK050,Leadership,intermediate,resume_parse_mock
ST0047,SK047,Public Speaking,beginner,resume_parse_mock
ST0048,SK003,C/C++,beginner,resume_parse_mock
ST0048,SK016,Statistics,beginner,resume_parse_mock
ST0048,SK046,Stochastic Calculus,beginner,resume_parse_mock
ST0049,SK003,C/C++,beginner,resume_parse_mock
ST0049,SK024,Circuit Design,advanced,resume_parse_mock
ST0049,SK021,Embedded Systems,advanced,resume_parse_mock
ST0049,SK050,Leadership,advanced,resume_parse_mock
ST0049,SK023,MATLAB,intermediate,resume_parse_mock
ST0049,SK047,Public Speaking,beginner,resume_parse_mock
ST0049,SK051,Teamwork,beginner,resume_parse_mock
ST0050,SK015,Data Visualization,advanced,resume_parse_mock
ST0050,SK043,Digital Marketing,advanced,resume_parse_mock
ST0050,SK050,Leadership,beginner,resume_parse_mock
ST0050,SK044,Market Research,advanced,resume_parse_mock
ST0050,SK047,Public Speaking,intermediate,resume_parse_mock
ST0050,SK051,Teamwork,advanced,resume_parse_mock
ST0051,SK039,Case Interviewing,intermediate,resume_parse_mock
ST0051,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0051,SK007,Git,advanced,resume_parse_mock
ST0051,SK002,Java,advanced,resume_parse_mock
ST0051,SK004,JavaScript,beginner,resume_parse_mock
ST0051,SK013,LLMs & AI Agents,intermediate,resume_parse_mock
ST0051,SK011,Machine Learning,beginner,resume_parse_mock
ST0051,SK041,Product Roadmapping,beginner,resume_parse_mock
ST0051,SK014,Spark / Databricks,beginner,resume_parse_mock
ST0052,SK003,C/C++,advanced,resume_parse_mock
ST0052,SK024,Circuit Design,beginner,resume_parse_mock
ST0052,SK021,Embedded Systems,intermediate,resume_parse_mock
ST0052,SK050,Leadership,beginner,resume_parse_mock
ST0052,SK023,MATLAB,advanced,resume_parse_mock
ST0052,SK047,Public Speaking,beginner,resume_parse_mock
ST0052,SK051,Teamwork,intermediate,resume_parse_mock
ST0053,SK039,Case Interviewing,intermediate,resume_parse_mock
ST0053,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0053,SK019,Penetration Testing,intermediate,resume_parse_mock
ST0053,SK047,Public Speaking,advanced,resume_parse_mock
ST0053,SK006,SQL,intermediate,resume_parse_mock
ST0053,SK042,Supply Chain Analytics,intermediate,resume_parse_mock
ST0053,SK017,Tableau / Power BI,intermediate,resume_parse_mock
ST0054,SK016,Statistics,advanced,resume_parse_mock
ST0054,SK051,Teamwork,beginner,resume_parse_mock
ST0054,SK049,Technical Writing,advanced,resume_parse_mock
ST0055,SK015,Data Visualization,intermediate,resume_parse_mock
ST0055,SK044,Market Research,beginner,resume_parse_mock
ST0055,SK054,Policy Analysis,intermediate,resume_parse_mock
ST0055,SK016,Statistics,advanced,resume_parse_mock
ST0055,SK049,Technical Writing,beginner,resume_parse_mock
ST0056,SK022,CAD (SolidWorks),intermediate,resume_parse_mock
ST0056,SK023,MATLAB,intermediate,resume_parse_mock
ST0056,SK047,Public Speaking,advanced,resume_parse_mock
ST0056,SK051,Teamwork,beginner,resume_parse_mock
ST0056,SK049,Technical Writing,beginner,resume_parse_mock
ST0057,SK040,Business Strategy,intermediate,resume_parse_mock
ST0057,SK050,Leadership,advanced,resume_parse_mock
ST0057,SK023,MATLAB,advanced,resume_parse_mock
ST0057,SK053,Project Management,beginner,resume_parse_mock
ST0057,SK047,Public Speaking,beginner,resume_parse_mock
ST0057,SK025,Structural Analysis,beginner,resume_parse_mock
ST0057,SK051,Teamwork,beginner,resume_parse_mock
ST0057,SK028,User Research,advanced,resume_parse_mock
ST0058,SK022,CAD (SolidWorks),advanced,resume_parse_mock
ST0058,SK015,Data Visualization,beginner,resume_parse_mock
ST0058,SK050,Leadership,intermediate,resume_parse_mock
ST0058,SK053,Project Management,intermediate,resume_parse_mock
ST0058,SK047,Public Speaking,intermediate,resume_parse_mock
ST0058,SK025,Structural Analysis,intermediate,resume_parse_mock
ST0058,SK051,Teamwork,advanced,resume_parse_mock
ST0058,SK049,Technical Writing,beginner,resume_parse_mock
ST0059,SK040,Business Strategy,beginner,resume_parse_mock
ST0059,SK039,Case Interviewing,beginner,resume_parse_mock
ST0059,SK015,Data Visualization,intermediate,resume_parse_mock
ST0059,SK041,Product Roadmapping,advanced,resume_parse_mock
ST0059,SK017,Tableau / Power BI,advanced,resume_parse_mock
ST0059,SK051,Teamwork,beginner,resume_parse_mock
ST0059,SK028,User Research,intermediate,resume_parse_mock
ST0060,SK015,Data Visualization,advanced,resume_parse_mock
ST0060,SK043,Digital Marketing,intermediate,resume_parse_mock
ST0060,SK050,Leadership,intermediate,resume_parse_mock
ST0060,SK044,Market Research,intermediate,resume_parse_mock
ST0060,SK019,Penetration Testing,intermediate,resume_parse_mock
ST0060,SK047,Public Speaking,intermediate,resume_parse_mock
ST0060,SK001,Python,intermediate,resume_parse_mock
ST0060,SK051,Teamwork,advanced,resume_parse_mock
ST0061,SK026,Lab Research Methods,advanced,resume_parse_mock
ST0061,SK050,Leadership,intermediate,resume_parse_mock
ST0061,SK047,Public Speaking,beginner,resume_parse_mock
ST0061,SK001,Python,intermediate,resume_parse_mock
ST0061,SK016,Statistics,beginner,resume_parse_mock
ST0061,SK051,Teamwork,beginner,resume_parse_mock
ST0061,SK049,Technical Writing,intermediate,resume_parse_mock
ST0062,SK015,Data Visualization,advanced,resume_parse_mock
ST0062,SK043,Digital Marketing,beginner,resume_parse_mock
ST0062,SK050,Leadership,beginner,resume_parse_mock
ST0063,SK004,JavaScript,advanced,resume_parse_mock
ST0063,SK044,Market Research,intermediate,resume_parse_mock
ST0063,SK054,Policy Analysis,advanced,resume_parse_mock
ST0063,SK016,Statistics,advanced,resume_parse_mock
ST0064,SK040,Business Strategy,intermediate,resume_parse_mock
ST0064,SK043,Digital Marketing,intermediate,resume_parse_mock
ST0064,SK050,Leadership,advanced,resume_parse_mock
ST0064,SK047,Public Speaking,intermediate,resume_parse_mock
ST0064,SK006,SQL,intermediate,resume_parse_mock
ST0064,SK017,Tableau / Power BI,intermediate,resume_parse_mock
ST0064,SK028,User Research,advanced,resume_parse_mock
ST0065,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0065,SK012,Deep Learning,intermediate,resume_parse_mock
ST0065,SK007,Git,intermediate,resume_parse_mock
ST0065,SK004,JavaScript,intermediate,resume_parse_mock
ST0065,SK011,Machine Learning,advanced,resume_parse_mock
ST0066,SK043,Digital Marketing,intermediate,resume_parse_mock
ST0066,SK004,JavaScript,advanced,resume_parse_mock
ST0066,SK001,Python,intermediate,resume_parse_mock
ST0066,SK028,User Research,advanced,resume_parse_mock
ST0067,SK032,Accounting Fundamentals,intermediate,resume_parse_mock
ST0067,SK031,DCF Valuation,advanced,resume_parse_mock
ST0067,SK029,Excel Modeling,intermediate,resume_parse_mock
ST0068,SK052,Behavioral Interviewing,beginner,resume_parse_mock
ST0068,SK004,JavaScript,intermediate,resume_parse_mock
ST0068,SK053,Project Management,advanced,resume_parse_mock
ST0068,SK006,SQL,advanced,resume_parse_mock
ST0068,SK010,System Design,beginner,resume_parse_mock
ST0069,SK050,Leadership,beginner,resume_parse_mock
ST0069,SK023,MATLAB,advanced,resume_parse_mock
ST0069,SK047,Public Speaking,beginner,resume_parse_mock
ST0069,SK025,Structural Analysis,intermediate,resume_parse_mock
ST0069,SK051,Teamwork,intermediate,resume_parse_mock
ST0069,SK049,Technical Writing,intermediate,resume_parse_mock
ST0070,SK037,Auditing,advanced,resume_parse_mock
ST0070,SK039,Case Interviewing,beginner,resume_parse_mock
ST0070,SK036,Financial Statement Analysis,intermediate,resume_parse_mock
ST0071,SK003,C/C++,advanced,resume_parse_mock
ST0071,SK009,Data Structures & Algorithms,advanced,resume_parse_mock
ST0071,SK048,Networking,beginner,resume_parse_mock
ST0071,SK047,Public Speaking,intermediate,resume_parse_mock
ST0071,SK001,Python,intermediate,resume_parse_mock
ST0071,SK014,Spark / Databricks,beginner,resume_parse_mock
ST0071,SK010,System Design,intermediate,resume_parse_mock
ST0072,SK040,Business Strategy,advanced,resume_parse_mock
ST0072,SK012,Deep Learning,beginner,resume_parse_mock
ST0072,SK033,LBO Modeling,intermediate,resume_parse_mock
ST0072,SK048,Networking,advanced,resume_parse_mock
ST0072,SK001,Python,intermediate,resume_parse_mock
ST0073,SK022,CAD (SolidWorks),advanced,resume_parse_mock
ST0073,SK023,MATLAB,beginner,resume_parse_mock
ST0073,SK053,Project Management,beginner,resume_parse_mock
ST0073,SK047,Public Speaking,intermediate,resume_parse_mock
ST0073,SK025,Structural Analysis,advanced,resume_parse_mock
ST0073,SK051,Teamwork,advanced,resume_parse_mock
ST0073,SK049,Technical Writing,advanced,resume_parse_mock
ST0074,SK040,Business Strategy,intermediate,resume_parse_mock
ST0074,SK027,Figma,beginner,resume_parse_mock
ST0074,SK004,JavaScript,intermediate,resume_parse_mock
ST0074,SK047,Public Speaking,beginner,resume_parse_mock
ST0074,SK006,SQL,beginner,resume_parse_mock
ST0074,SK051,Teamwork,advanced,resume_parse_mock
ST0075,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0075,SK012,Deep Learning,intermediate,resume_parse_mock
ST0075,SK013,LLMs & AI Agents,intermediate,resume_parse_mock
ST0075,SK001,Python,intermediate,resume_parse_mock
ST0075,SK046,Stochastic Calculus,beginner,resume_parse_mock
ST0076,SK001,Python,intermediate,resume_parse_mock
ST0076,SK016,Statistics,advanced,resume_parse_mock
ST0076,SK049,Technical Writing,intermediate,resume_parse_mock
ST0077,SK008,Cloud (AWS/Azure/GCP),intermediate,resume_parse_mock
ST0077,SK007,Git,advanced,resume_parse_mock
ST0077,SK004,JavaScript,beginner,resume_parse_mock
ST0077,SK013,LLMs & AI Agents,advanced,resume_parse_mock
ST0078,SK003,C/C++,intermediate,resume_parse_mock
ST0078,SK024,Circuit Design,beginner,resume_parse_mock
ST0078,SK021,Embedded Systems,advanced,resume_parse_mock
ST0078,SK050,Leadership,beginner,resume_parse_mock
ST0078,SK051,Teamwork,beginner,resume_parse_mock
ST0079,SK039,Case Interviewing,intermediate,resume_parse_mock
ST0079,SK029,Excel Modeling,beginner,resume_parse_mock
ST0079,SK014,Spark / Databricks,intermediate,resume_parse_mock
ST0079,SK028,User Research,advanced,resume_parse_mock
ST0080,SK039,Case Interviewing,advanced,resume_parse_mock
ST0080,SK008,Cloud (AWS/Azure/GCP),beginner,resume_parse_mock
ST0080,SK007,Git,intermediate,resume_parse_mock
ST0080,SK018,Network Security,beginner,resume_parse_mock
ST0080,SK019,Penetration Testing,beginner,resume_parse_mock
ST0080,SK014,Spark / Databricks,intermediate,resume_parse_mock
ST0080,SK016,Statistics,beginner,resume_parse_mock
ST0081,SK039,Case Interviewing,beginner,resume_parse_mock
ST0081,SK038,Market Sizing,advanced,resume_parse_mock
ST0081,SK042,Supply Chain Analytics,advanced,resume_parse_mock
ST0081,SK017,Tableau / Power BI,intermediate,resume_parse_mock
ST0081,SK028,User Research,advanced,resume_parse_mock
ST0082,SK003,C/C++,advanced,resume_parse_mock
ST0082,SK020,Linux,intermediate,resume_parse_mock
ST0082,SK018,Network Security,beginner,resume_parse_mock
ST0083,SK003,C/C++,advanced,resume_parse_mock
ST0083,SK024,Circuit Design,advanced,resume_parse_mock
ST0083,SK021,Embedded Systems,beginner,resume_parse_mock
ST0083,SK023,MATLAB,intermediate,resume_parse_mock
ST0083,SK047,Public Speaking,beginner,resume_parse_mock
